,loss,accuracy,val_loss,val_accuracy
0,1.534105658531189,0.5067268013954163,1.408590316772461,0.5477111339569092
1,1.222296118736267,0.5992910861968994,1.2477800846099854,0.5828498005867004
2,1.1268401145935059,0.627084493637085,1.1582015752792358,0.631205677986145
3,1.0727485418319702,0.6481108665466309,1.176326036453247,0.6382978558540344
4,1.0110989809036255,0.6675260066986084,1.1366167068481445,0.6579626202583313
5,0.9687610268592834,0.6796100735664368,1.12958824634552,0.6573178768157959
6,0.9271946549415588,0.6987029910087585,1.1716266870498657,0.6421663165092468
7,0.9024689793586731,0.7039394378662109,1.2620954513549805,0.6295937895774841
8,0.8692187666893005,0.7152178883552551,1.035101294517517,0.6898775100708008
9,0.8614675998687744,0.7167485952377319,0.9841659069061279,0.7034171223640442
10,0.8234134316444397,0.735277533531189,1.013798713684082,0.6992263197898865
11,0.7991991639137268,0.7384194135665894,1.01161527633667,0.7043842673301697
12,0.7842864394187927,0.7441391944885254,0.9565749168395996,0.7240489721298218
13,0.7855607867240906,0.7456698417663574,1.0655890703201294,0.6882656216621399
14,0.7717342376708984,0.7495367527008057,0.9031764268875122,0.7250161170959473
15,0.7669754028320312,0.7470393776893616,0.9237803220748901,0.724693775177002
16,0.7367596626281738,0.7576733827590942,0.9115158915519714,0.7337201833724976
17,0.7274986505508423,0.7643599510192871,0.9859743714332581,0.7153449654579163
18,0.7208561301231384,0.7679851651191711,0.8955271244049072,0.7446808218955994
19,0.7309293150901794,0.769676923751831,0.9202463030815125,0.7253385186195374
20,0.6990557909011841,0.7713687419891357,0.9681856632232666,0.7166344523429871
21,0.6857045292854309,0.7770079970359802,0.9304918050765991,0.7330754399299622
22,0.683779239654541,0.777330219745636,0.9144411683082581,0.7456479668617249
23,0.6891143321990967,0.773705005645752,0.8983772397041321,0.7491940855979919
24,0.6718835234642029,0.7787802815437317,0.9408393502235413,0.7221147418022156
25,0.6616758108139038,0.7829694747924805,0.9417611956596375,0.731141209602356
26,0.6490302085876465,0.7897365689277649,0.8453836441040039,0.7585428953170776
27,0.6551122665405273,0.788044810295105,0.8206394910812378,0.7549967765808105
28,0.6534580588340759,0.7878031134605408,0.8543355464935303,0.7537072896957397
29,0.638696551322937,0.7944090962409973,0.8252739906311035,0.7633784413337708
30,0.6457798480987549,0.7903810739517212,0.9412660598754883,0.7324306964874268
31,0.6363674998283386,0.7954563498497009,0.8566061854362488,0.7530625462532043
32,0.6198709607124329,0.800290048122406,0.7821202874183655,0.76241135597229
33,0.6150842905044556,0.8006122708320618,0.8085387349128723,0.7643455862998962
34,0.6078572869300842,0.800290048122406,0.892782986164093,0.7543520331382751
